,hotel_name,app_name,category,permit_day,address,permit_date,keido,ido,year,age,count
2657,ＳＡＫＵＲＡ　ＴＥＲＲＡＣＥ　ＴＨＥ　ＡＴＥＬＩＥＲ,"株式会社　エス・ティーホテルズ
代表取締役　岡本　聡",簡易宿所,H28.10.31,京都市南区東九条北烏丸町１番地１,2016-10-31 00:00:00,135.75896702,34.98087726,2016,2010,1
1483,らいふ　東福寺,"株式会社　ライフ住宅販売
代表取締役　島本　猛男",簡易宿所,H28.10.31,京都市東山区本町十丁目１８６番地２,2016-10-31 00:00:00,135.77021564,34.98304959,2016,2010,1
2656,Malu-Jyu,"豊原　都志子
　",簡易宿所,H28.10.31,京都市南区東九条南河辺町３８番地１６,2016-10-31 00:00:00,135.75715881,34.97258083,2016,2010,1
1484,祗園　龍泉,"株式会社　みらい図
代表取締役　島田　未来",簡易宿所,H28.11.01,京都市東山区大黒町通松原下る北御門町２７２番地４,2016-11-01 00:00:00,135.77175116,34.99772879,2016,2010,1
51,紫野,"ヨハンソン　エイナーヨハン
　",簡易宿所,H28.11.01,京都市北区紫野門前町４４番地１０,2016-11-01 00:00:00,135.7481139,35.04351876,2016,2010,1
240,太平館,"雄大株式会社
代表取締役　土屋　雄二郎",簡易宿所,H28.11.01,京都市上京区小川通上立売上る挽木町５４２番地２，５４２番地４,2016-11-01 00:00:00,135.7542745,35.03241443,2016,2010,1
2148,ｋｅｔｅ,"中田　優
　",簡易宿所,H28.11.02,京都市下京区柳馬場通松原下る忠庵町２９６番地,2016-11-02 00:00:00,135.76376586,34.99861198,2016,2010,1
3001,ＪＡＰＡＮＩＮＧ　ＨＯＴＥＬ　ＯＸＡ,"ＪＡＰＡＮＩＮＧ株式会社
代表取締役　中野　拓磨",簡易宿所,H28.11.02,京都市右京区西院乾町７０番地,2016-11-02 00:00:00,135.72638857,35.00362227,2016,2010,1
827,たわら庵,"株式会社　レーサム
代表取締役　田中　剛",簡易宿所,H28.11.02,京都市中京区富小路通二条下る俵屋町１９０番地,2016-11-02 00:00:00,135.74934744,35.01078309,2016,2010,1
242,ＣＨＥＬＳＥＡ２４　ＡＮＮＥＸ,"小林　みよ
　",簡易宿所,H28.11.02,京都市上京区竹屋町通千本東入主税町８０９番地４,2016-11-02 00:00:00,135.74330626,35.01531039,2016,2010,1
241,京宿　やちきた　北野庵,"有限会社　八千代住宅販売
取締役　大東　慎吾",簡易宿所,H28.11.02,京都市上京区六軒町通五辻上る末広町２１番地５,2016-11-02 00:00:00,135.7409146,35.03091168,2016,2010,1
1490,Ｍ＆Ｍ　ＭＡＣＨＩＹＡ　ＨＯＴＥＬ　ＴＯＦＵＫＵＪＩ,"株式会社　Ｍ＆Ｍコーポレーション
代表取締役　山内　俊明",簡易宿所,H28.11.04,京都市東山区本町十二丁目２２２番地１，２２２番地４，２２２番地５，２２２番地６,2016-11-04 00:00:00,135.77019344,34.98182749,2016,2010,1
1487,和み家　京都＿大和大路南座裏,"早田　和仙
　",簡易宿所,H28.11.04,京都市東山区大和大路通四条下る大和町１５番地１,2016-11-04 00:00:00,135.77238983,35.00312276,2016,2010,1
828,Ｋｙｏ　Ｓｔａｙ,"ホライズン・フィーチャーズ有限会社
代表取締役　向山　正利",簡易宿所,H28.11.04,京都市中京区新シ町通御池下る大文字町２４８番地２,2016-11-04 00:00:00,135.74978908,35.01027202,2016,2010,1
1485,Tara　House,"Lee Chiew Hong
　",簡易宿所,H28.11.04,京都市東山区福稲柿本町２０番地２５,2016-11-04 00:00:00,135.76913253,34.97917771,2016,2010,1
1489,宿　京都　東山七条,"山崎　智之
　",簡易宿所,H28.11.04,京都市東山区七条通本町東入西之門町５６１番地９,2016-11-04 00:00:00,135.77025159,34.98881848,2016,2010,1
829,ＫＡＳＨＩＮ　壬生,"岩田　正史
　",簡易宿所,H28.11.04,京都市中京区壬生高樋町６５番地,2016-11-04 00:00:00,135.74084846,35.0017337,2016,2010,1
830,Ｋａｗａｓｅｍｉ　ａｎ,"白川　毅
　",簡易宿所,H28.11.04,京都市中京区夷川通西洞院下る薬師町６４９番地４,2016-11-04 00:00:00,135.75511066,35.01428842,2016,2010,1
1486,JAPANING　HOTEL　園,"株式会社　ガーネット
代表取締役　中野　拓磨",簡易宿所,H28.11.04,京都市東山区大和大路通四条下る四丁目小松町５７２番地８,2016-11-04 00:00:00,135.77431198,34.99858984,2016,2010,1
1488,京の町　飛鳥,"株式会社　Ａｓｕｋａ飛鳥
代表取締役　汪　林丹",簡易宿所,H28.11.04,京都市東山区大和大路通五条下る三丁目下棟梁町２１５番地４,2016-11-04 00:00:00,135.77097086,34.99212929,2016,2010,1
2659,渡庵,"株式会社　ＳＥＣＡＩ
代表取締役　松浦　拓平",簡易宿所,H28.11.07,京都市南区東九条南松ノ木町３５番地，３５番地１,2016-11-07 00:00:00,135.76507195,34.97725277,2016,2010,1
831,レジステイ姉小路,"株式会社　レジステイ
代表取締役　山越　悠登",簡易宿所,H28.11.07,京都市中京区新町通姉小路下る町頭町８７番地３,2016-11-07 00:00:00,135.75637456,35.00975825,2016,2010,1
832,ＳＨＩＢＡ　ｉｎｎ　Ｏｍｉｙａ,"ＳＨＩＢＡ　ＲＡＫＵ株式会社
代表取締役　シュラウド・ジェシー・ラッセル",簡易宿所,H28.11.07,京都市中京区壬生高樋町５番地２９，５番地３０,2016-11-07 00:00:00,135.74241774,35.00291974,2016,2010,1
833,京と家　Ｅｎｍａｃｈｉ,"株式会社　カーサプランニング
代表取締役　堀越　大輔",簡易宿所,H28.11.07,京都市中京区西ノ京南円町８０番地,2016-11-07 00:00:00,135.73138236,35.01722669,2016,2010,1
244,中之庵,"株式会社　Ｒ２
代表取締役　片山　聖子",簡易宿所,H28.11.07,京都市上京区猪熊通丸太町下る中之町５１９番地２３,2016-11-07 00:00:00,135.7510138,35.01666039,2016,2010,1
243,四番町ゲストハウス,"小山　友見
　",簡易宿所,H28.11.07,京都市上京区六軒町通中立売下る西入四番町１０６番地５,2016-11-07 00:00:00,135.74089801,35.02469561,2016,2010,1
2658,ＫＵＳＨＵＫＵ　ＫＹＯＴＯ　ＨＯＳＴＥＬ,"渡部　太一
　",簡易宿所,H28.11.07,京都市南区東九条東御霊町３１番地２,2016-11-07 00:00:00,135.76347768,34.97917197,2016,2010,1
2150,Kyoto Knot Vacation House,"大八木　一秀
　",簡易宿所,H28.11.08,京都市下京区西洞院通五条下る小柳町５０８番地１,2016-11-08 00:00:00,135.7549335,34.99530661,2016,2010,1
2660,鈴　梅小路,"株式会社　レアル
代表取締役　児玉　舟",簡易宿所,H28.11.08,京都市南区梅小路通大宮東入古御旅町２２１番地１,2016-11-08 00:00:00,135.74988701,34.98505181,2016,2010,1
246,弁天庵,"有限会社　望ハウジング
代表取締役　佐々木　敏孝",簡易宿所,H28.11.08,京都市上京区千本通出水上る弁天町３０５番地９,2016-11-08 00:00:00,135.74381721,35.02192648,2016,2010,1
2661,ＮＯＤＡＴＥ　ＨＯＵＳＥ,"植田　正太
　",簡易宿所,H28.11.08,京都市南区東九条西山町２９番地４,2016-11-08 00:00:00,135.75443130000002,34.97827464,2016,2010,1
245,待賢院,"荻原　宏章
　",簡易宿所,H28.11.08,京都市上京区黒門通丸太町上る小伝馬町５３９番地,2016-11-08 00:00:00,135.74955281,35.01779083,2016,2010,1
2149,京宿　おから,"森　宏午
　",簡易宿所,H28.11.08,京都市下京区西洞院通花屋町下る西洞院町４７７番地,2016-11-08 00:00:00,135.75508913,34.99255127,2016,2010,1
2151,逸客館,"龔　潔
　",簡易宿所,H28.11.08,京都市下京区小坂町２２番地１３,2016-11-08 00:00:00,135.74681207,34.99314558,2016,2010,1
834,千聚庵,"北山貿易株式会社
代表取締役　李　文文",簡易宿所,H28.11.09,京都市中京区聚楽廻東町１６番地１８,2016-11-09 00:00:00,135.74168973,35.01665469,2016,2010,1
1491,友鶴,"平塚　由美
　",簡易宿所,H28.11.09,京都市東山区三条通南裏二筋目白川筋西入堤町４９９番地１,2016-11-09 00:00:00,135.77992787,35.0085112,2016,2010,1
835,円町家,"田中　裕子
　",簡易宿所,H28.11.11,京都市中京区西ノ京中保町９２番地,2016-11-11 00:00:00,135.73217113,35.02056806,2016,2010,1
2153,ＡＹＡ　ＧＵＥＳＴ　ＨＯＵＳＥ,"中島　文恵
　",簡易宿所,H28.11.11,京都市下京区綾小路通柳馬場西入綾材木町２００番地４,2016-11-11 00:00:00,135.76345465,35.002395,2016,2010,1
2152,五条　たかせ庵,"田中　彰子
　",簡易宿所,H28.11.11,京都市下京区寺町通五条上る西橋詰町７７１番地４,2016-11-11 00:00:00,135.7671239,34.99675383,2016,2010,1
2662,ＴＨＥ　ＮＥＸＴ　ＤＯＯＲ　ｌｏｗｅｒ　ｅａｓｔ　ｎｉｎｅ　ｈｏｓｔｅｌ ,"株式会社　アルコム
代表取締役　安本　晃通",簡易宿所,H28.11.11,京都市南区西九条東比永城町６５番地,2016-11-11 00:00:00,135.750051,34.97912453,2016,2010,1
247,京都まちやど　上七軒,"株式会社　ワンブロック
代表取締役　辻本　祐介",簡易宿所,H28.11.11,京都市上京区五辻通七本松西入二丁目西柳町５７９番地,2016-11-11 00:00:00,135.73773436,35.03080052,2016,2010,1
1492,清水ゲストハウス,"株式会社　オリガミ
代表取締役　井上　智博",簡易宿所,H28.11.14,京都市東山区松原通広道東入清水四丁目１５０番地３,2016-11-14 00:00:00,135.77423409,35.00358939,2016,2010,1
1493,京都ぎおんの宿　ひー,"中央建物株式会社
代表取締役　養田　昌彦",簡易宿所,H28.11.14,京都市東山区新門前通大和大路東入西之町２３１番地,2016-11-14 00:00:00,135.77419791,35.00625583,2016,2010,1
1494,京都ぎおんの宿　ふー,"中央建物株式会社
代表取締役　養田　昌彦",簡易宿所,H28.11.14,京都市東山区新門前通大和大路東入西之町２３１番地,2016-11-14 00:00:00,135.77419791,35.00625583,2016,2010,1
1495,京都ぎおんの宿　みー,"中央建物株式会社
代表取締役　養田　昌彦",簡易宿所,H28.11.14,京都市東山区新門前通大和大路東入西之町２３１番地,2016-11-14 00:00:00,135.77419791,35.00625583,2016,2010,1
2154,京町家の宿　雅樂庵,"坂田　幸雅
　",簡易宿所,H28.11.14,京都市下京区西木屋町通五条下る南京極町７４番地１,2016-11-14 00:00:00,135.76646293,34.99450124,2016,2010,1
836,宿屋　灯陰幻影,"Ｂusiness  ＆　Ｈuman  Ｄevelopment  Ｊapan 株式会社
代表取締役　臼井　礼",簡易宿所,H28.11.14,京都市中京区壬生高樋町４６番地,2016-11-14 00:00:00,135.74247054,35.00205314,2016,2010,1
1498,お宿　三条町家,"福嶋　辰生
　",簡易宿所,H28.11.14,京都市東山区三条通大橋東二町目４８番地７,2016-11-14 00:00:00,135.77477293,35.00365883,2016,2010,1
1499,宿彩　アートステイイン東福寺,"ｅｐｉｐｈａｎｙ株式会社
代表取締役　パウル・ナサニエル",簡易宿所,H28.11.14,京都市東山区福稲柿本町２４番地１,2016-11-14 00:00:00,135.76848816,34.97936934,2016,2010,1
1500,ＴＨＥ　ＨＯＴＥＬ　ＫＩＹＯＭＩＺＵ　園,"京都きよみず株式会社
代表取締役　松本　尚子",ホテル,H28.11.14,京都市東山区松原通大和大路東入弓矢町４７番地,2016-11-14 00:00:00,135.77233442,34.99829541,2016,2010,1
1501,八重家　かねい町,"八光地所株式会社
代表取締役　藤林　孝二郎",簡易宿所,H28.11.14,京都市東山区馬町通本町東入鐘鋳町３９６番地１,2016-11-14 00:00:00,135.77415936,34.99320977,2016,2010,1
1496,京都ぎおんの宿　よー,"中央建物株式会社
代表取締役　養田　昌彦",簡易宿所,H28.11.14,京都市東山区新門前通大和大路西之町２３１番地,2016-11-14 00:00:00,135.77816976,35.00625861,2016,2010,1
1497,JAPANING　HOTEL　東山東福寺,"合同会社　大広商事
代表社員　水ノ上　重乃",簡易宿所,H28.11.14,京都市東山区今熊野椥ノ森町４３番地，４５番地５,2016-11-14 00:00:00,135.77492063,34.9837524,2016,2010,1
2155,御宿　妙庵,"松井　妙子
　",簡易宿所,H28.11.14,京都市下京区中堂寺前田町２８番地２３,2016-11-14 00:00:00,135.7471342,34.99567872,2016,2010,1
248,ＳＡＷＡＲＡＧＩ　ＨＯＵＳＥ,"磯部　幸枝
　",簡易宿所,H28.11.14,京都市上京区椹木町通油小路西入西山崎町２３４番地,2016-11-14 00:00:00,135.75274691,35.01840472,2016,2010,1
2156,雪佳庵,"藤井　詔子
　",簡易宿所,H28.11.15,京都市下京区西洞院通六条下る西側町４９２番地２，５０４番地,2016-11-15 00:00:00,135.75498077,34.99380395,2016,2010,1
249,ＪＡＰＡＮＩＮＧＨＯＴＥＬ西陣,"株式会社　ガーネット
代表取締役　中野　拓磨",簡易宿所,H28.11.15,京都市上京区五辻通大宮上る東入西石屋町７３２番地２，７３３番地４,2016-11-15 00:00:00,135.74913604,35.03139232,2016,2010,1
2157,京町や　ｉｎｎ　洛央庵,"株式会社　通販工房
代表取締役　太期　一樹",簡易宿所,H28.11.15,京都市下京区柳馬場通松原下る忠庵町２９９番地５,2016-11-15 00:00:00,135.76409916,34.99854254,2016,2010,1
2663,ＦＵＮ　ＨＯＵＳＥ　桂川,"　宸
　",簡易宿所,H28.11.16,京都市南区久世川原町２００番地２０,2016-11-16 00:00:00,135.71986389,34.96270339,2016,2010,1
1504,京都東山　本町アパートメント,"地引　功
　",簡易宿所,H28.11.17,京都市東山区本町九丁目１３６番地８,2016-11-17 00:00:00,135.77004061,34.98505494,2016,2010,1
1503,Ｖｉｌｌａ京（ＫＹＯ）,"株式会社　ビジョン
代表取締役　宮本　隆明",簡易宿所,H28.11.17,京都市東山区三条通白川橋東入二丁目西町１５１番地７,2016-11-17 00:00:00,135.78229151,35.00965556,2016,2010,1
1502,園ユナイテッドホテル,"有限会社　ラクスイ
代表取締役　金谷　浩二",簡易宿所,H28.11.17,京都市東山区松原通大和大路西入弓矢町２３番地,2016-11-17 00:00:00,135.77149839,34.99849539,2016,2010,1
534,福家・鴨川西館,"株式会社　好時
代表取締役　郝　石",簡易宿所,H28.11.17,京都市左京区新麩屋町通仁王門下る大菊町９８番地１６,2016-11-17 00:00:00,135.77416441,35.01318856,2016,2010,1
2158,東本願寺　門前　京のお宿　華な乃,"才藤　詔子
　",簡易宿所,H28.11.17,京都市下京区東洞院通花屋町下る富田町３６４番地,2016-11-17 00:00:00,135.76133853,34.99320407,2016,2010,1
3177,伏見西大手町ゲストハウス,"ディランド山京株式会社
代表取締役　伊藤　良之",簡易宿所,H28.11.17,京都市伏見区西大手町３１１番地４,2016-11-17 00:00:00,135.75867942,34.93316265,2016,2010,1
251,宮崎屋,"宮崎織物株式会社
代表取締役　宮崎　好隆",簡易宿所,H28.11.21,京都市上京区元誓願寺通智恵光院西入元中之町４９９番地,2016-11-21 00:00:00,135.74610856,35.02853702,2016,2010,1
2159,鈴　松原高瀬川,"株式会社　レアル
代表取締役　児玉　舟",簡易宿所,H28.11.21,京都市下京区木屋町通松原下る材木町,2016-11-21 00:00:00,135.76187198,34.98843503,2016,2010,1
2160,和嘉彌屋　別荘　壱,"西光堂パートナーズ株式会社
代表取締役　入江　真吾",簡易宿所,H28.11.21,京都市下京区河原町通上枳殻馬場上る若宮町４６５番地６,2016-11-21 00:00:00,135.76379104,34.99307633,2016,2010,1
2161,和嘉彌屋　別荘　弐,"西光堂パートナーズ株式会社
代表取締役　入江　真吾",簡易宿所,H28.11.21,京都市下京区河原町通上枳殻馬場上る若宮町４６５番地７,2016-11-21 00:00:00,135.76379104,34.99307633,2016,2010,1
250,登紀,"デービス　純子
　",簡易宿所,H28.11.21,京都市上京区新町通寺之内上る二丁目道正町４６３番地１,2016-11-21 00:00:00,135.75664099,35.03453364,2016,2010,1
1505,BOOK AND BED TOKYO - KYOTO,"株式会社　アールストア
代表取締役　淺井　佳",簡易宿所,H28.11.21,京都市東山区四条通大和大路西入中之町２００番地,2016-11-21 00:00:00,135.77276755,35.00413101,2016,2010,1
2162,和嘉彌屋　別荘　四,"西光堂パートナーズ株式会社
代表取締役　入江　真吾",簡易宿所,H28.11.21,京都市下京区河原町通上枳殻馬場上る若宮町４６５番地１,2016-11-21 00:00:00,135.76379104,34.99307633,2016,2010,1
